district,year_month,demand_enrolments,demand_updates,demand_total
Garhwa *,2025-06,9,3,12
Garhwa *,2025-07,4,1,5
Garhwa *,2025-08,15,5,20
Garhwa *,2025-09,10,4,14
Garhwa *,2025-10,14,5,19
Garhwa *,2025-11,15,5,20
Garhwa *,2025-12,3,1,4
Garhwal,2025-01,2,1,3
Garhwal,2025-02,1,0,1
Garhwal,2025-04,1,0,1
Garhwal,2025-05,1,0,1
Garhwal,2025-08,2,1,3
Garhwal,2025-09,2,1,3
Garhwal,2025-10,1,0,1
Garhwal,2025-11,2,1,3
Garhwal,2025-12,2,1,3
Gariyaband,2025-01,39,14,53
Gariyaband,2025-02,65,23,88
Gariyaband,2025-03,29,10,39
Gariyaband,2025-04,31,11,42
Gariyaband,2025-05,28,10,38
Gariyaband,2025-06,36,13,49
Gariyaband,2025-07,21,7,28
Gariyaband,2025-08,62,22,84
Gariyaband,2025-09,73,26,99
Gariyaband,2025-10,48,17,65
Gariyaband,2025-11,30,10,40
Gariyaband,2025-12,47,16,63
Gaurela-pendra-marwahi,2025-01,4,1,5
Gaurela-pendra-marwahi,2025-02,4,1,5
Gaurela-pendra-marwahi,2025-03,7,2,9
Gaurela-pendra-marwahi,2025-04,1,0,1
Gaurela-pendra-marwahi,2025-05,4,1,5
Gaurela-pendra-marwahi,2025-07,5,2,7
Gaurela-pendra-marwahi,2025-08,3,1,4
Gaurela-pendra-marwahi,2025-09,5,2,7
Gaurela-pendra-marwahi,2025-10,3,1,4
Gaurela-pendra-marwahi,2025-11,2,1,3
Gaurela-pendra-marwahi,2025-12,3,1,4
Gaurella Pendra Marwahi,2025-01,983,344,1327
Gautam Buddha Nagar,2025-01,9577,3352,12929
Gautam Buddha Nagar,2025-02,438,153,591
Gautam Buddha Nagar,2025-03,170,59,229
Gautam Buddha Nagar,2025-04,114,40,154
Gautam Buddha Nagar,2025-05,273,96,369
Gautam Buddha Nagar,2025-06,271,95,366
Gautam Buddha Nagar,2025-07,163,57,220
Gautam Buddha Nagar,2025-08,246,86,332
Gautam Buddha Nagar,2025-09,556,195,751
Gautam Buddha Nagar,2025-10,356,125,481
Gautam Buddha Nagar,2025-11,228,80,308
Gautam Buddha Nagar,2025-12,237,83,320
Gaya,2025-01,9843,3445,13288
Gaya,2025-02,679,238,917
Gaya,2025-03,402,141,543
Gaya,2025-04,230,80,310
Gaya,2025-05,536,188,724
Gaya,2025-06,581,203,784
Gaya,2025-07,297,104,401
Gaya,2025-08,595,208,803
Gaya,2025-09,517,181,698
Gaya,2025-10,534,187,721
Gaya,2025-11,381,133,514
Gaya,2025-12,423,148,571
Ghaziabad,2025-01,8134,2847,10981
Ghaziabad,2025-02,676,237,913
Ghaziabad,2025-03,332,116,448
Ghaziabad,2025-04,236,83,319
Ghaziabad,2025-05,419,147,566
Ghaziabad,2025-06,417,146,563
Ghaziabad,2025-07,250,88,338
Ghaziabad,2025-08,498,174,672
Ghaziabad,2025-09,574,201,775
Ghaziabad,2025-10,718,251,969
Ghaziabad,2025-11,357,125,482
Ghaziabad,2025-12,477,167,644
Ghazipur,2025-01,281,98,379
Ghazipur,2025-02,516,181,697
Ghazipur,2025-03,395,138,533
Ghazipur,2025-04,298,104,402
Ghazipur,2025-05,271,95,366
Ghazipur,2025-06,289,101,390
Ghazipur,2025-07,209,73,282
Ghazipur,2025-08,394,138,532
Ghazipur,2025-09,410,144,554
Ghazipur,2025-10,539,189,728
Ghazipur,2025-11,346,121,467
Ghazipur,2025-12,418,146,564
Gir Somnath,2025-01,3361,1176,4537
Gir Somnath,2025-02,86,30,116
Gir Somnath,2025-03,61,21,82
Gir Somnath,2025-04,37,13,50
Gir Somnath,2025-05,23,8,31
Gir Somnath,2025-06,49,17,66
Gir Somnath,2025-07,17,6,23
Gir Somnath,2025-08,86,30,116
Gir Somnath,2025-09,109,38,147
Gir Somnath,2025-10,94,33,127
Gir Somnath,2025-11,78,27,105
Gir Somnath,2025-12,104,36,140
Giridih,2025-01,2210,774,2984
Giridih,2025-02,545,191,736
Giridih,2025-03,259,91,350
Giridih,2025-04,159,56,215
Giridih,2025-05,445,156,601
Giridih,2025-06,455,159,614
Giridih,2025-07,373,131,504
Giridih,2025-08,469,164,633
Giridih,2025-09,393,138,531
Giridih,2025-10,473,166,639
Giridih,2025-11,426,149,575
Giridih,2025-12,363,127,490
Goalpara,2025-01,5124,1793,6917
Goalpara,2025-02,239,84,323
Goalpara,2025-03,88,31,119
Goalpara,2025-04,159,56,215
Goalpara,2025-05,220,77,297
Goalpara,2025-06,197,69,266
Goalpara,2025-07,53,19,72
Goalpara,2025-08,221,77,298
Goalpara,2025-09,178,62,240
Goalpara,2025-10,178,62,240
Goalpara,2025-11,146,51,197
Goalpara,2025-12,72,25,97
Godda,2025-01,267,93,360
Godda,2025-02,290,102,392
Godda,2025-03,88,31,119
Godda,2025-04,26,9,35
Godda,2025-05,128,45,173
Godda,2025-06,149,52,201
Godda,2025-07,116,41,157
Godda,2025-08,209,73,282
Godda,2025-09,217,76,293
Godda,2025-10,247,86,333
Godda,2025-11,172,60,232
Godda,2025-12,141,49,190
Golaghat,2025-01,7998,2799,10797
Golaghat,2025-02,240,84,324
Golaghat,2025-03,207,72,279
Golaghat,2025-04,104,36,140
Golaghat,2025-05,169,59,228
Golaghat,2025-06,144,50,194
Golaghat,2025-07,45,16,61
Golaghat,2025-08,119,42,161
Golaghat,2025-09,83,29,112
Golaghat,2025-10,95,33,128
Golaghat,2025-11,105,37,142
Golaghat,2025-12,128,45,173
Gomati,2025-01,141,49,190
Gomati,2025-02,22,8,30
Gomati,2025-03,26,9,35
Gomati,2025-04,8,3,11
Gomati,2025-05,11,4,15
Gomati,2025-06,14,5,19
Gomati,2025-07,6,2,8
Gomati,2025-08,23,8,31
Gomati,2025-09,17,6,23
Gomati,2025-10,16,6,22
Gomati,2025-11,7,2,9
Gomati,2025-12,27,9,36
Gonda,2025-01,3687,1290,4977
Gonda,2025-02,488,171,659
Gonda,2025-03,351,123,474
Gonda,2025-04,227,79,306
Gonda,2025-05,325,114,439
Gonda,2025-06,351,123,474
Gonda,2025-07,221,77,298
Gonda,2025-08,392,137,529
Gonda,2025-09,441,154,595
Gonda,2025-10,435,152,587
Gonda,2025-11,328,115,443
Gonda,2025-12,334,117,451
Gondia,2025-01,1,0,1
Gondia,2025-02,1,0,1
Gondia,2025-05,2,1,3
Gondia,2025-07,1,0,1
Gondia,2025-08,1,0,1
Gondia,2025-10,2,1,3
Gondia,2025-11,1,0,1
Gondia,2025-12,2,1,3
Gondiya,2025-01,60,21,81
Gondiya,2025-02,130,46,176
Gondiya,2025-03,65,23,88
Gondiya,2025-04,61,21,82
Gondiya,2025-05,44,15,59
Gondiya,2025-06,41,14,55
Gondiya,2025-07,32,11,43
Gondiya,2025-08,77,27,104
Gondiya,2025-09,102,36,138
Gondiya,2025-10,88,31,119
Gondiya,2025-11,83,29,112
Gondiya,2025-12,85,30,115
Gondiya *,2025-01,3,1,4
Gondiya *,2025-02,4,1,5
Gondiya *,2025-03,3,1,4
Gondiya *,2025-04,1,0,1
Gondiya *,2025-07,1,0,1
Gondiya *,2025-08,4,1,5
Gondiya *,2025-10,3,1,4
Gondiya *,2025-11,1,0,1
Gopalganj,2025-01,5844,2045,7889
Gopalganj,2025-02,336,118,454
Gopalganj,2025-03,196,69,265
Gopalganj,2025-04,136,48,184
Gopalganj,2025-05,230,80,310
Gopalganj,2025-06,237,83,320
Gopalganj,2025-07,87,30,117
Gopalganj,2025-08,283,99,382
Gopalganj,2025-09,257,90,347
Gopalganj,2025-10,322,113,435
Gopalganj,2025-11,262,92,354
Gopalganj,2025-12,348,122,470
Gorakhpur,2025-01,6476,2267,8743
Gorakhpur,2025-02,679,238,917
Gorakhpur,2025-03,344,120,464
Gorakhpur,2025-04,244,85,329
Gorakhpur,2025-05,349,122,471
Gorakhpur,2025-06,412,144,556
Gorakhpur,2025-07,222,78,300
Gorakhpur,2025-08,450,158,608
Gorakhpur,2025-09,422,148,570
Gorakhpur,2025-10,570,200,770
Gorakhpur,2025-11,383,134,517
Gorakhpur,2025-12,376,132,508
Gulbarga,2025-01,84,29,113
Gulbarga,2025-02,210,74,284
Gulbarga,2025-03,97,34,131
Gulbarga,2025-04,57,20,77
Gulbarga,2025-05,76,27,103
Gulbarga,2025-06,120,42,162
Gulbarga,2025-07,67,23,90
Gulbarga,2025-08,123,43,166
Gulbarga,2025-09,121,42,163
Gulbarga,2025-10,161,56,217
Gulbarga,2025-11,130,46,176
Gulbarga,2025-12,105,37,142
Gumla,2025-01,1222,428,1650
Gumla,2025-02,290,102,392
Gumla,2025-03,71,25,96
Gumla,2025-04,50,18,68
Gumla,2025-05,144,50,194
Gumla,2025-06,127,44,171
Gumla,2025-07,93,33,126
Gumla,2025-08,199,70,269
Gumla,2025-09,215,75,290
Gumla,2025-10,214,75,289
Gumla,2025-11,167,58,225
Gumla,2025-12,158,55,213
Guna,2025-01,2033,712,2745
Guna,2025-02,281,98,379
Guna,2025-03,226,79,305
Guna,2025-04,204,71,275
Guna,2025-05,146,51,197
Guna,2025-06,160,56,216
Guna,2025-07,85,30,115
Guna,2025-08,305,107,412
Guna,2025-09,367,128,495
Guna,2025-10,308,108,416
Guna,2025-11,287,100,387
Guna,2025-12,267,93,360
Guntur,2025-01,187,65,252
Guntur,2025-02,386,135,521
Guntur,2025-03,197,69,266
Guntur,2025-04,122,43,165
Guntur,2025-05,272,95,367
Guntur,2025-06,255,89,344
Guntur,2025-07,128,45,173
Guntur,2025-08,288,101,389
Guntur,2025-09,198,69,267
Guntur,2025-10,314,110,424
Guntur,2025-11,230,80,310
Guntur,2025-12,220,77,297
Gurdaspur,2025-01,1274,446,1720
Gurdaspur,2025-02,211,74,285
Gurdaspur,2025-03,42,15,57
Gurdaspur,2025-04,58,20,78
Gurdaspur,2025-05,148,52,200
Gurdaspur,2025-06,82,29,111
Gurdaspur,2025-07,21,7,28
Gurdaspur,2025-08,128,45,173
Gurdaspur,2025-09,129,45,174
Gurdaspur,2025-10,112,39,151
Gurdaspur,2025-11,146,51,197
Gurdaspur,2025-12,107,37,144
Gurgaon,2025-01,1517,531,2048
Gurgaon,2025-02,219,77,296
Gurgaon,2025-03,107,37,144
Gurgaon,2025-04,59,21,80
Gurgaon,2025-05,154,54,208
Gurgaon,2025-06,171,60,231
Gurgaon,2025-07,94,33,127
Gurgaon,2025-08,189,66,255
Gurgaon,2025-09,185,65,250
Gurgaon,2025-10,235,82,317
Gurgaon,2025-11,107,37,144
Gurgaon,2025-12,136,48,184
Gurugram,2025-01,2586,905,3491
Gurugram,2025-09,50,18,68
Gwalior,2025-01,8334,2917,11251
Gwalior,2025-02,499,175,674
Gwalior,2025-03,268,94,362
Gwalior,2025-04,173,61,234
Gwalior,2025-05,192,67,259
Gwalior,2025-06,213,75,288
Gwalior,2025-07,136,48,184
Gwalior,2025-08,357,125,482
Gwalior,2025-09,442,155,597
Gwalior,2025-10,397,139,536
Gwalior,2025-11,327,114,441
Gwalior,2025-12,387,135,522
HOOGHLY,2025-01,6,0,6
HOOGHLY,2025-02,3,0,3
HOOGHLY,2025-10,3,0,3
HOOGHLY,2025-11,3,0,3
HOWRAH,2025-02,2,0,2
HOWRAH,2025-06,4,2,6
Hailakandi,2025-01,1634,572,2206
Hailakandi,2025-02,261,91,352
Hailakandi,2025-03,95,33,128
Hailakandi,2025-04,108,38,146
Hailakandi,2025-05,155,54,209
Hailakandi,2025-06,149,52,201
Hailakandi,2025-07,62,22,84
Hailakandi,2025-08,172,60,232
Hailakandi,2025-09,120,42,162
Hailakandi,2025-10,116,41,157
Hailakandi,2025-11,127,44,171
Hailakandi,2025-12,50,18,68
Hamirpur,2025-01,218,76,294
Hamirpur,2025-02,386,136,522
Hamirpur,2025-03,314,110,424
Hamirpur,2025-04,216,76,292
Hamirpur,2025-05,280,98,378
Hamirpur,2025-06,290,100,390
Hamirpur,2025-07,126,44,170
Hamirpur,2025-08,360,126,486
Hamirpur,2025-09,378,132,510
Hamirpur,2025-10,372,130,502
Hamirpur,2025-11,238,84,322
Hamirpur,2025-12,236,82,318
Hanumakonda,2025-01,32,11,43
Hanumakonda,2025-02,55,19,74
Hanumakonda,2025-03,40,14,54
Hanumakonda,2025-04,20,7,27
Hanumakonda,2025-05,19,7,26
Hanumakonda,2025-06,29,10,39
Hanumakonda,2025-07,14,5,19
Hanumakonda,2025-08,29,10,39
Hanumakonda,2025-09,31,11,42
Hanumakonda,2025-10,45,16,61
Hanumakonda,2025-11,22,8,30
Hanumakonda,2025-12,24,8,32
Hanumangarh,2025-01,807,282,1089
Hanumangarh,2025-02,179,63,242
Hanumangarh,2025-03,126,44,170
Hanumangarh,2025-04,106,37,143
Hanumangarh,2025-05,143,50,193
Hanumangarh,2025-06,121,42,163
Hanumangarh,2025-07,40,14,54
Hanumangarh,2025-08,160,56,216
Hanumangarh,2025-09,161,56,217
Hanumangarh,2025-10,192,67,259
Hanumangarh,2025-11,108,38,146
Hanumangarh,2025-12,116,41,157
Haora,2025-01,57,20,77
Haora,2025-02,112,39,151
Haora,2025-03,91,32,123
Haora,2025-04,63,22,85
Haora,2025-05,119,42,161
Haora,2025-06,98,34,132
Haora,2025-07,71,25,96
Haora,2025-08,111,39,150
Haora,2025-09,101,35,136
Haora,2025-10,132,46,178
Haora,2025-11,87,30,117
Haora,2025-12,78,27,105
Hapur,2025-01,2997,1049,4046
Hapur,2025-02,203,71,274
Hapur,2025-03,87,30,117
Hapur,2025-04,88,31,119
Hapur,2025-05,64,22,86
Hapur,2025-06,115,40,155
Hapur,2025-07,59,21,80
Hapur,2025-08,125,44,169
Hapur,2025-09,127,44,171
Hapur,2025-10,138,48,186
Hapur,2025-11,117,41,158
Hapur,2025-12,121,42,163
Harda,2025-01,45,16,61
Harda,2025-02,88,31,119
Harda,2025-03,39,14,53
Harda,2025-04,22,8,30
Harda,2025-05,35,12,47
Harda,2025-06,23,8,31
Harda,2025-07,23,8,31
Harda,2025-08,88,31,119
Harda,2025-09,75,26,101
Harda,2025-10,93,33,126
Harda,2025-11,53,19,72
Harda,2025-12,94,33,127
Harda *,2025-01,21,7,28
Harda *,2025-02,36,13,49
Harda *,2025-03,5,2,7
Harda *,2025-04,11,4,15
Harda *,2025-05,7,2,9
Harda *,2025-06,4,1,5
Harda *,2025-07,10,4,14
Harda *,2025-08,29,10,39
Harda *,2025-09,13,5,18
Harda *,2025-10,17,6,23
Harda *,2025-11,24,8,32
Harda *,2025-12,21,7,28
Hardoi,2025-01,11478,4017,15495
Hardoi,2025-02,626,219,845
Hardoi,2025-03,470,164,634
Hardoi,2025-04,259,91,350
Hardoi,2025-05,386,135,521
Hardoi,2025-06,401,140,541
Hardoi,2025-07,255,89,344
Hardoi,2025-08,436,153,589
Hardoi,2025-09,429,150,579
Hardoi,2025-10,560,196,756
Hardoi,2025-11,380,133,513
Hardoi,2025-12,518,181,699
Hardwar,2025-02,3,1,4
Hardwar,2025-03,5,2,7
Hardwar,2025-05,6,2,8
Hardwar,2025-06,5,2,7
Hardwar,2025-07,3,1,4
Hardwar,2025-08,3,1,4
Hardwar,2025-09,2,1,3
Hardwar,2025-10,11,4,15
Hardwar,2025-11,2,1,3
Hardwar,2025-12,6,2,8
Haridwar,2025-01,780,273,1053
Haridwar,2025-02,113,40,153
Haridwar,2025-03,150,52,202
Haridwar,2025-04,65,23,88
Haridwar,2025-05,128,45,173
Haridwar,2025-06,115,40,155
Haridwar,2025-07,64,22,86
Haridwar,2025-08,160,56,216
Haridwar,2025-09,172,60,232
Haridwar,2025-10,190,66,256
Haridwar,2025-11,140,49,189
Haridwar,2025-12,130,46,176
Hasan,2025-01,20,7,27
Hasan,2025-02,41,14,55
Hasan,2025-03,19,7,26
Hasan,2025-04,11,4,15
Hasan,2025-05,19,7,26
Hasan,2025-06,31,11,42
Hasan,2025-07,10,4,14
Hasan,2025-08,29,10,39
Hasan,2025-09,31,11,42
Hasan,2025-10,33,12,45
Hasan,2025-11,31,11,42
Hasan,2025-12,22,8,30
Hassan,2025-01,53,19,72
Hassan,2025-02,97,34,131
Hassan,2025-03,62,22,84
Hassan,2025-04,42,15,57
Hassan,2025-05,45,16,61
Hassan,2025-06,64,22,86
Hassan,2025-07,40,14,54
Hassan,2025-08,75,26,101
Hassan,2025-09,60,21,81
Hassan,2025-10,77,27,104
Hassan,2025-11,85,30,115
Hassan,2025-12,57,20,77
Hathras,2025-01,1401,490,1891
Hathras,2025-02,237,83,320
Hathras,2025-03,136,48,184
Hathras,2025-04,85,30,115
Hathras,2025-05,126,44,170
Hathras,2025-06,117,41,158
Hathras,2025-07,89,31,120
Hathras,2025-08,212,74,286
Hathras,2025-09,173,61,234
Hathras,2025-10,244,85,329
Hathras,2025-11,157,55,212
Hathras,2025-12,178,62,240
Haveri,2025-01,102,36,138
Haveri,2025-02,171,60,231
Haveri,2025-03,84,29,113
Haveri,2025-04,72,25,97
Haveri,2025-05,54,19,73
Haveri,2025-06,99,35,134
Haveri,2025-07,61,21,82
Haveri,2025-08,143,50,193
Haveri,2025-09,139,49,188
Haveri,2025-10,153,54,207
Haveri,2025-11,120,42,162
Haveri,2025-12,118,41,159
Haveri *,2025-01,1,0,1
Haveri *,2025-02,8,3,11
Haveri *,2025-03,3,1,4
Haveri *,2025-04,1,0,1
Haveri *,2025-05,4,1,5
Haveri *,2025-06,3,1,4
Haveri *,2025-07,1,0,1
Haveri *,2025-08,5,2,7
Haveri *,2025-09,5,2,7
Haveri *,2025-10,4,1,5
Haveri *,2025-11,1,0,1
Haveri *,2025-12,1,0,1
Hawrah,2025-04,1,0,1
Hazaribag,2025-01,10,4,14
Hazaribag,2025-02,32,11,43
Hazaribag,2025-03,3,1,4
Hazaribag,2025-04,1,0,1
Hazaribag,2025-05,15,5,20
Hazaribag,2025-06,9,3,12
Hazaribag,2025-07,9,3,12
Hazaribag,2025-08,13,5,18
Hazaribag,2025-09,15,5,20
Hazaribag,2025-10,29,10,39
Hazaribag,2025-11,25,9,34
Hazaribag,2025-12,29,10,39
Hazaribagh,2025-01,357,125,482
Hazaribagh,2025-02,266,93,359
Hazaribagh,2025-03,76,27,103
Hazaribagh,2025-04,40,14,54
Hazaribagh,2025-05,145,51,196
Hazaribagh,2025-06,121,42,163
Hazaribagh,2025-07,114,40,154
Hazaribagh,2025-08,207,72,279
Hazaribagh,2025-09,200,70,270
Hazaribagh,2025-10,198,69,267
Hazaribagh,2025-11,194,68,262
Hazaribagh,2025-12,168,59,227
Hingoli,2025-01,4851,1698,6549
Hingoli,2025-02,134,47,181
Hingoli,2025-03,92,32,124
Hingoli,2025-04,75,26,101
Hingoli,2025-05,53,19,72
Hingoli,2025-06,37,13,50
Hingoli,2025-07,35,12,47
Hingoli,2025-08,120,42,162
Hingoli,2025-09,114,40,154
Hingoli,2025-10,140,49,189
Hingoli,2025-11,112,39,151
Hingoli,2025-12,119,42,161
Hisar,2025-01,504,176,680
Hisar,2025-02,148,52,200
Hisar,2025-03,105,37,142
Hisar,2025-04,47,16,63
Hisar,2025-05,126,44,170
Hisar,2025-06,81,28,109
Hisar,2025-07,49,17,66
Hisar,2025-08,162,57,219
Hisar,2025-09,144,50,194
Hisar,2025-10,163,57,220
Hisar,2025-11,145,51,196
Hisar,2025-12,117,41,158
Hojai,2025-01,3685,1290,4975
Hojai,2025-02,141,49,190
Hojai,2025-03,132,46,178
Hojai,2025-04,61,21,82
Hojai,2025-05,158,55,213
Hojai,2025-06,104,36,140
Hojai,2025-07,44,15,59
Hojai,2025-08,133,47,180
Hojai,2025-09,95,33,128
Hojai,2025-10,111,39,150
Hojai,2025-11,91,32,123
Hojai,2025-12,63,22,85
Hooghly,2025-01,3792,1326,5118
Hooghly,2025-02,4038,1416,5454
Hooghly,2025-03,2544,888,3432
Hooghly,2025-04,1878,654,2532
Hooghly,2025-05,2616,912,3528
Hooghly,2025-06,2484,870,3354
Hooghly,2025-07,1500,522,2022
Hooghly,2025-08,2970,1044,4014
Hooghly,2025-09,2862,1002,3864
Hooghly,2025-10,3564,1248,4812
Hooghly,2025-11,2760,966,3726
Hooghly,2025-12,2448,852,3300
Hoshangabad,2025-01,379,133,512
Hoshangabad,2025-02,246,86,332
Hoshangabad,2025-03,77,27,104
Hoshangabad,2025-04,97,34,131
Hoshangabad,2025-05,125,44,169
Hoshangabad,2025-06,99,35,134
Hoshangabad,2025-07,50,18,68
Hoshangabad,2025-08,177,62,239
Hoshangabad,2025-09,244,85,329
Hoshangabad,2025-10,190,66,256
Hoshangabad,2025-11,209,73,282
Hoshangabad,2025-12,269,94,363
Hoshiarpur,2025-01,1395,488,1883
Hoshiarpur,2025-02,138,48,186
Hoshiarpur,2025-03,47,16,63
Hoshiarpur,2025-04,27,9,36
Hoshiarpur,2025-05,111,39,150
Hoshiarpur,2025-06,61,21,82
Hoshiarpur,2025-07,16,6,22
Hoshiarpur,2025-08,109,38,147
Hoshiarpur,2025-09,105,37,142
Hoshiarpur,2025-10,90,31,121
Hoshiarpur,2025-11,87,30,117
Hoshiarpur,2025-12,78,27,105
Howrah,2025-01,1839,645,2484
Howrah,2025-02,1575,552,2127
Howrah,2025-03,795,276,1071
Howrah,2025-04,720,252,972
Howrah,2025-05,1524,534,2058
Howrah,2025-06,1089,381,1470
Howrah,2025-07,717,252,969
Howrah,2025-08,1134,396,1530
Howrah,2025-09,1170,408,1578
Howrah,2025-10,1113,390,1503
Howrah,2025-11,936,327,1263
Howrah,2025-12,1146,402,1548
Hugli,2025-01,2,1,3
Hugli,2025-02,8,3,11
Hugli,2025-03,3,1,4
Hugli,2025-04,1,0,1
Hugli,2025-05,6,2,8
Hugli,2025-06,3,1,4
Hugli,2025-07,4,1,5
Hugli,2025-08,6,2,8
Hugli,2025-09,11,4,15
Hugli,2025-10,7,2,9
Hugli,2025-11,7,2,9
Hugli,2025-12,2,1,3
Hyderabad,2025-01,20358,7126,27484
Hyderabad,2025-02,2108,736,2844
Hyderabad,2025-03,1222,428,1650
Hyderabad,2025-04,694,242,936
Hyderabad,2025-05,752,264,1016
Hyderabad,2025-06,606,212,818
Hyderabad,2025-07,608,212,820
Hyderabad,2025-08,1092,382,1474
Hyderabad,2025-09,1372,480,1852
Hyderabad,2025-10,1656,580,2236
Hyderabad,2025-11,1210,424,1634
Hyderabad,2025-12,1160,406,1566
Idukki,2025-01,32,11,43
Idukki,2025-02,73,26,99
Idukki,2025-03,39,14,53
Idukki,2025-04,8,3,11
Idukki,2025-05,39,14,53
Idukki,2025-06,32,11,43
Idukki,2025-07,8,3,11
Idukki,2025-08,53,19,72
Idukki,2025-09,57,20,77
Idukki,2025-10,48,17,65
Idukki,2025-11,57,20,77
Idukki,2025-12,38,13,51
Imphal East,2025-01,22,8,30
Imphal East,2025-02,60,21,81
Imphal East,2025-03,16,6,22
Imphal East,2025-04,21,7,28
Imphal East,2025-05,41,14,55
Imphal East,2025-06,26,9,35
Imphal East,2025-07,17,6,23
Imphal East,2025-08,41,14,55
Imphal East,2025-09,27,9,36
Imphal East,2025-10,43,15,58
Imphal East,2025-11,28,10,38
Imphal East,2025-12,24,8,32
Imphal West,2025-01,128,45,173
Imphal West,2025-02,59,21,80
Imphal West,2025-03,28,10,38
Imphal West,2025-04,12,4,16
Imphal West,2025-05,49,17,66
Imphal West,2025-06,25,9,34
Imphal West,2025-07,6,2,8
Imphal West,2025-08,36,13,49
Imphal West,2025-09,42,15,57
Imphal West,2025-10,37,13,50
Imphal West,2025-11,31,11,42
Imphal West,2025-12,21,7,28
Indore,2025-01,7544,2640,10184
Indore,2025-02,660,231,891
Indore,2025-03,251,88,339
Indore,2025-04,128,45,173
Indore,2025-05,228,80,308
Indore,2025-06,244,85,329
Indore,2025-07,179,63,242
Indore,2025-08,425,149,574
Indore,2025-09,468,164,632
Indore,2025-10,524,183,707
Indore,2025-11,428,150,578
Indore,2025-12,347,121,468
JAJPUR,2025-01,81,28,109
JAJPUR,2025-02,94,33,127
JAJPUR,2025-03,43,15,58
JAJPUR,2025-04,31,11,42
JAJPUR,2025-05,84,29,113
JAJPUR,2025-06,80,28,108
JAJPUR,2025-07,25,9,34
JAJPUR,2025-08,71,25,96
JAJPUR,2025-09,96,34,130
JAJPUR,2025-10,84,29,113
JAJPUR,2025-11,62,22,84
JAJPUR,2025-12,60,21,81
Jabalpur,2025-01,827,289,1116
Jabalpur,2025-02,549,192,741
Jabalpur,2025-03,240,84,324
Jabalpur,2025-04,167,58,225
Jabalpur,2025-05,244,85,329
Jabalpur,2025-06,202,71,273
Jabalpur,2025-07,140,49,189
Jabalpur,2025-08,416,146,562
Jabalpur,2025-09,428,150,578
Jabalpur,2025-10,345,121,466
Jabalpur,2025-11,348,122,470
Jabalpur,2025-12,362,127,489
Jagatsinghapur,2025-01,104,36,140
Jagatsinghapur,2025-02,246,86,332
Jagatsinghapur,2025-03,80,28,108
Jagatsinghapur,2025-04,76,26,102
Jagatsinghapur,2025-05,130,44,174
Jagatsinghapur,2025-06,166,58,224
Jagatsinghapur,2025-07,38,14,52
Jagatsinghapur,2025-08,130,46,176
Jagatsinghapur,2025-09,130,46,176
Jagatsinghapur,2025-10,122,42,164
Jagatsinghapur,2025-11,110,38,148
Jagatsinghapur,2025-12,118,42,160
Jagatsinghpur,2025-01,12,4,16
Jagatsinghpur,2025-02,33,12,45
Jagatsinghpur,2025-03,11,4,15
Jagatsinghpur,2025-04,8,3,11
Jagatsinghpur,2025-05,8,3,11
Jagatsinghpur,2025-06,14,5,19
Jagatsinghpur,2025-07,7,2,9
Jagatsinghpur,2025-08,14,5,19
Jagatsinghpur,2025-09,13,5,18
Jagatsinghpur,2025-10,15,5,20
Jagatsinghpur,2025-11,19,7,26
Jagatsinghpur,2025-12,13,5,18
Jagitial,2025-01,44,15,59
Jagitial,2025-02,63,22,85
Jagitial,2025-03,46,16,62
Jagitial,2025-04,36,13,49
Jagitial,2025-05,19,7,26
Jagitial,2025-06,40,14,54
Jagitial,2025-07,15,5,20
Jagitial,2025-08,57,20,77
Jagitial,2025-09,48,17,65
Jagitial,2025-10,62,22,84
Jagitial,2025-11,39,14,53
Jagitial,2025-12,61,21,82
Jaipur,2025-01,7508,2628,10136
Jaipur,2025-02,985,345,1330
Jaipur,2025-03,505,177,682
Jaipur,2025-04,380,133,513
Jaipur,2025-05,782,274,1056
Jaipur,2025-06,691,242,933
Jaipur,2025-07,469,164,633
Jaipur,2025-08,816,286,1102
Jaipur,2025-09,855,299,1154
Jaipur,2025-10,1049,367,1416
Jaipur,2025-11,609,213,822
Jaipur,2025-12,831,291,1122
Jaisalmer,2025-01,192,67,259
Jaisalmer,2025-02,128,45,173
Jaisalmer,2025-03,82,29,111
Jaisalmer,2025-04,51,18,69
Jaisalmer,2025-05,48,17,65
Jaisalmer,2025-06,60,21,81
Jaisalmer,2025-07,17,6,23
Jaisalmer,2025-08,76,27,103
Jaisalmer,2025-09,95,33,128
Jaisalmer,2025-10,117,41,158
Jaisalmer,2025-11,67,23,90
Jaisalmer,2025-12,67,23,90
Jajapur,2025-01,184,64,248
Jajapur,2025-02,234,82,316
Jajapur,2025-03,82,28,110
Jajapur,2025-04,88,30,118
Jajapur,2025-05,154,54,208
Jajapur,2025-06,168,60,228
Jajapur,2025-07,58,20,78
Jajapur,2025-08,208,72,280
Jajapur,2025-09,182,62,244
Jajapur,2025-10,132,46,178
Jajapur,2025-11,120,42,162
Jajapur,2025-12,100,34,134
Jajpur,2025-08,1,0,1
Jajpur,2025-10,1,0,1
Jajpur,2025-12,1,0,1
Jalandhar,2025-01,49,17,66
Jalandhar,2025-02,153,54,207
Jalandhar,2025-03,69,24,93
Jalandhar,2025-04,43,15,58
Jalandhar,2025-05,109,38,147
