year_month,district,bio_age_5_17,bio_age_17_plus,bio_total
2025-05,Paschim Bardhaman,450,1037,1487
2025-05,Paschim Medinipur,7812,7652,15464
2025-05,Pashchimi Singhbhum,554,1401,1955
2025-05,Patan,4496,4617,9113
2025-05,Pathanamthitta,3840,5534,9374
2025-05,Pathankot,953,1554,2507
2025-05,Patiala,7008,8087,15095
2025-05,Patna,13057,12157,25214
2025-05,Pauri Garhwal,1417,2043,3460
2025-05,Peddapalli,278,363,641
2025-05,Perambalur,3395,2814,6209
2025-05,Peren,165,545,710
2025-05,Phek,154,1094,1248
2025-05,Pilibhit,13196,4025,17221
2025-05,Pithoragarh,1014,1622,2636
2025-05,Pondicherry,632,1678,2310
2025-05,Porbandar,2491,2696,5187
2025-05,Prakasam,24657,8625,33282
2025-05,Pratapgarh,11135,7233,18368
2025-05,Prayagraj,1360,1206,2566
2025-05,Puducherry,1664,1225,2889
2025-05,Pudukkottai,6212,7897,14109
2025-05,Pulwama,1112,1397,2509
2025-05,Punch,1537,1698,3235
2025-05,Pune,27138,34384,61522
2025-05,Purba Bardhaman,542,1012,1554
2025-05,Purba Medinipur,8040,7193,15233
2025-05,Purbi Singhbhum,655,2125,2780
2025-05,Puri,3976,4850,8826
2025-05,Purnea,127,385,512
2025-05,Purnia,11549,12253,23802
2025-05,Purulia,94,217,311
2025-05,Puruliya,4360,6052,10412
2025-05,Rae Bareli,9465,4443,13908
2025-05,Raichur,6937,6392,13329
2025-05,Raigad,303,1130,1433
2025-05,Raigarh,8464,22413,30877
2025-05,Raipur,4261,18656,22917
2025-05,Raisen,14220,5558,19778
2025-05,Rajanna Sircilla,386,322,708
2025-05,Rajgarh,12653,9470,22123
2025-05,Rajkot,13186,13774,26960
2025-05,Rajnandgaon,3087,11257,14344
2025-05,Rajouri,2079,2244,4323
2025-05,Rajsamand,2012,2688,4700
2025-05,Ramanagar,3499,2369,5868
2025-05,Ramanathapuram,5613,6345,11958
2025-05,Ramban,1728,996,2724
2025-05,Ramgarh,1944,2231,4175
2025-05,Rampur,9983,4129,14112
2025-05,Ranchi,6079,13339,19418
2025-05,Rangareddi,1276,4011,5287
2025-05,Rangareddy,70,213,283
2025-05,Ratlam,10135,6574,16709
2025-05,Ratnagiri,4055,7555,11610
2025-05,Rayagada,3338,3137,6475
2025-05,Reasi,1873,1309,3182
2025-05,Rewa,19729,8248,27977
2025-05,Rewari,1794,2565,4359
2025-05,Ri Bhoi,222,223,445
2025-05,Rohtak,2482,6085,8567
2025-05,Rohtas,5855,6101,11956
2025-05,Rudraprayag,638,1250,1888
2025-05,Rupnagar,1581,3548,5129
2025-05,SAS Nagar (Mohali),2734,3450,6184
2025-05,Sabarkantha,5473,6221,11694
2025-05,Sagar,13782,7704,21486
2025-05,Saharanpur,12000,8147,20147
2025-05,Saharsa,5638,7734,13372
2025-05,Sahebganj,5129,3510,8639
2025-05,Sahibganj,58,145,203
2025-05,Saiha,177,126,303
2025-05,Sakti,39,360,399
2025-05,Salem,11295,13534,24829
2025-05,Samastipur,11934,11062,22996
2025-05,Samba,462,493,955
2025-05,Sambalpur,2799,3167,5966
2025-05,Sambhal,8790,2357,11147
2025-05,Sangareddy,964,709,1673
2025-05,Sangli,6910,13750,20660
2025-05,Sangrur,3507,5546,9053
2025-05,Sant Kabir Nagar,4712,3388,8100
2025-05,Sant Ravidas Nagar,4879,2111,6990
2025-05,Saran,8390,8257,16647
2025-05,Satara,7704,11503,19207
2025-05,Satna,14010,7218,21228
2025-05,Sawai Madhopur,2957,3667,6624
2025-05,Sehore,8701,7423,16124
2025-05,Senapati,701,1258,1959
2025-05,Seoni,7207,5208,12415
2025-05,Sepahijala,1374,668,2042
2025-05,Seraikela-Kharsawan,3961,4442,8403
2025-05,Seraikela-kharsawan,342,1431,1773
2025-05,Serchhip,232,239,471
2025-05,Shahdara,440,913,1353
2025-05,Shahdol,6223,4920,11143
2025-05,Shaheed Bhagat Singh Nagar,1455,2209,3664
2025-05,Shahjahanpur,11931,3592,15523
2025-05,Shajapur,9285,7605,16890
2025-05,Shamli,7928,3876,11804
2025-05,Sheikhpura,1828,2215,4043
2025-05,Sheohar,1621,2038,3659
2025-05,Sheopur,5608,2771,8379
2025-05,Shi-yomi,26,14,40
2025-05,Shimla,1060,2141,3201
2025-05,Shimoga,1359,2213,3572
2025-05,Shivamogga,3585,1454,5039
2025-05,Shivpuri,12507,6663,19170
2025-05,Shrawasti,3846,1855,5701
2025-05,Shupiyan,810,733,1543
2025-05,Siang,100,64,164
2025-05,Sibsagar,612,329,941
2025-05,Siddharthnagar,5460,3691,9151
2025-05,Siddipet,511,316,827
2025-05,Sidhi,12495,4528,17023
2025-05,Sikar,6620,9884,16504
2025-05,Simdega,2513,5907,8420
2025-05,Sindhudurg,1494,2406,3900
2025-05,Singrauli,11020,2964,13984
2025-05,Sirmaur,1182,1518,2700
2025-05,Sirohi,2157,3583,5740
2025-05,Sirsa,3439,6291,9730
2025-05,Sitamarhi,11734,9727,21461
2025-05,Sitapur,26291,6654,32945
2025-05,Sivaganga,4581,4940,9521
2025-05,Siwan,7028,7021,14049
2025-05,Solan,1152,2021,3173
2025-05,Solapur,12393,25168,37561
2025-05,Sonapur,1792,1372,3164
2025-05,Sonbhadra,5976,2883,8859
2025-05,Sonipat,3382,6491,9873
2025-05,Sonitpur,1779,1243,3022
2025-05,South,169,264,433
2025-05,South 24 Parganas,12468,13241,25709
2025-05,South Andaman,654,455,1109
2025-05,South Delhi,12807,18274,31081
2025-05,South Dinajpur,40,70,110
2025-05,South East Delhi,35,47,82
2025-05,South Garo Hills,56,125,181
2025-05,South Goa,2202,2188,4390
2025-05,South Salmara Mankachar,131,83,214
2025-05,South Sikkim,207,88,295
2025-05,South Tripura,2200,3539,5739
2025-05,South Twenty Four Parganas,1347,2732,4079
2025-05,South West Delhi,8454,10524,18978
2025-05,South West Garo Hills,230,291,521
2025-05,South West Khasi Hills,365,119,484
2025-05,Sri Muktsar Sahib,1859,3299,5158
2025-05,Sri Potti Sriramulu Nellore,1371,603,1974
2025-05,Sri Sathya Sai,1043,738,1781
2025-05,Srikakulam,15311,7444,22755
2025-05,Srinagar,1888,4427,6315
2025-05,Subarnapur,246,548,794
2025-05,Sukma,941,1639,2580
2025-05,Sultanpur,4920,3567,8487
2025-05,Sundargarh,460,1351,1811
2025-05,Sundergarh,6859,6243,13102
2025-05,Supaul,6550,7043,13593
2025-05,Surajpur,916,3821,4737
2025-05,Surat,20703,21712,42415
2025-05,Surendra Nagar,6836,7004,13840
2025-05,Surguja,1384,5541,6925
2025-05,Suryapet,919,1110,2029
2025-05,Tamenglong,273,446,719
2025-05,Tapi,2307,2764,5071
2025-05,Tarn Taran,2384,6834,9218
2025-05,Tawang,149,78,227
2025-05,Tehri Garhwal,1344,2772,4116
2025-05,Tenkasi,169,156,325
2025-05,Thane,19874,39799,59673
2025-05,Thanjavur,6270,11725,17995
2025-05,The Dangs,2509,2393,4902
2025-05,The Nilgiris,2255,2325,4580
2025-05,Theni,4675,5234,9909
2025-05,Thiruvallur,93,133,226
2025-05,Thiruvananthapuram,9780,12344,22124
2025-05,Thiruvarur,2306,3829,6135
2025-05,Thoothukkudi,4809,7408,12217
2025-05,Thoubal,1534,1147,2681
2025-05,Thrissur,12809,10040,22849
2025-05,Tikamgarh,13118,7236,20354
2025-05,Tinsukia,1118,830,1948
2025-05,Tirap,120,69,189
2025-05,Tiruchirappalli,7749,13335,21084
2025-05,Tirunelveli,7143,11212,18355
2025-05,Tirupati,1071,828,1899
2025-05,Tirupattur,587,324,911
2025-05,Tiruppur,8344,9137,17481
2025-05,Tiruvallur,12823,12598,25421
2025-05,Tiruvannamalai,8800,6099,14899
2025-05,Tonk,2736,3996,6732
2025-05,Tseminyu,19,55,74
2025-05,Tuensang,265,1384,1649
2025-05,Tumakuru,4581,2187,6768
2025-05,Tumkur,3666,5276,8942
2025-05,Udaipur,5502,7488,12990
2025-05,Udalguri,1317,748,2065
2025-05,Udham Singh Nagar,6224,6353,12577
2025-05,Udhampur,2221,2341,4562
2025-05,Udupi,3341,1379,4720
2025-05,Ujjain,9806,6639,16445
2025-05,Ukhrul,411,634,1045
2025-05,Umaria,2665,1952,4617
2025-05,Una,844,1693,2537
2025-05,Unakoti,1228,372,1600
2025-05,Unnao,11611,6275,17886
2025-05,Upper Siang,116,105,221
2025-05,Upper Subansiri,271,288,559
2025-05,Uttar Bastar Kanker,397,2398,2795
2025-05,Uttar Dinajpur,3599,5378,8977
2025-05,Uttara Kannada,4025,2290,6315
2025-05,Uttarkashi,972,1163,2135
2025-05,Vadodara,9922,17396,27318
2025-05,Vaishali,10356,10497,20853
2025-05,Valsad,5074,5660,10734
2025-05,Varanasi,12745,8747,21492
2025-05,Vellore,8950,9217,18167
2025-05,Vidisha,8890,6068,14958
2025-05,Vijayanagara,1099,2954,4053
2025-05,Vijayapura,3969,2127,6096
2025-05,Vikarabad,591,465,1056
2025-05,Villupuram,7360,3746,11106
2025-05,Viluppuram,1991,5135,7126
2025-05,Virudhunagar,5832,6712,12544
2025-05,Visakhapatnam,28998,13737,42735
2025-05,Vizianagaram,15557,6376,21933
2025-05,Wanaparthy,474,501,975
2025-05,Warangal,8210,7094,15304
2025-05,Warangal Rural,273,263,536
2025-05,Warangal Urban,517,446,963
2025-05,Wardha,2949,9005,11954
2025-05,Washim,3295,10789,14084
2025-05,Wayanad,2450,2691,5141
2025-05,West,196,284,480
2025-05,West Champaran,9994,8794,18788
2025-05,West Delhi,9666,15641,25307
2025-05,West Garo Hills,1022,3790,4812
2025-05,West Godavari,19992,9925,29917
2025-05,West Jaintia Hills,401,227,628
2025-05,West Kameng,243,438,681
2025-05,West Karbi Anglong,66,113,179
2025-05,West Khasi Hills,335,370,705
2025-05,West Midnapore,606,1491,2097
2025-05,West Nimar,357,845,1202
2025-05,West Siang,300,182,482
2025-05,West Sikkim,269,162,431
2025-05,West Singhbhum,8463,9863,18326
2025-05,West Tripura,3376,6890,10266
2025-05,Wokha,160,776,936
2025-05,Y. S. R,811,448,1259
2025-05,Yadadri.,470,541,1011
2025-05,Yadgir,4320,3817,8137
2025-05,Yamuna Nagar,3222,6665,9887
2025-05,Yavatmal,6927,23720,30647
2025-05,Zunheboto,99,911,1010
2025-05,jajpur,21,16,37
2025-05,yadgir,77,248,325
2025-06,ANUGUL,17,19,36
2025-06,Adilabad,7712,7022,14734
2025-06,Agar Malwa,966,1522,2488
2025-06,Agra,12660,8413,21073
2025-06,Ahmadabad,114,1596,1710
2025-06,Ahmadnagar,11466,23279,34745
2025-06,Ahmed Nagar,61,293,354
2025-06,Ahmedabad,22390,35067,57457
2025-06,Aizawl,1331,1137,2468
2025-06,Ajmer,7019,7443,14462
2025-06,Akola,5342,13278,18620
2025-06,Alappuzha,4896,7908,12804
2025-06,Aligarh,13950,6185,20135
2025-06,Alipurduar,459,533,992
2025-06,Alirajpur,5386,3124,8510
2025-06,Allahabad,20845,8482,29327
2025-06,Alluri Sitharama Raju,1717,1219,2936
2025-06,Almora,1466,1627,3093
2025-06,Alwar,10031,12126,22157
2025-06,Ambala,2526,4960,7486
2025-06,Ambedkar Nagar,4613,3410,8023
2025-06,Amethi,5515,3436,8951
2025-06,Amravati,10925,28240,39165
2025-06,Amreli,5653,5104,10757
2025-06,Amritsar,6805,12594,19399
2025-06,Amroha,5845,2793,8638
2025-06,Anakapalli,579,449,1028
2025-06,Anand,7010,8279,15289
2025-06,Anantapur,5129,6852,11981
2025-06,Ananthapur,8820,2534,11354
2025-06,Ananthapuramu,13860,2868,16728
2025-06,Anantnag,2254,2342,4596
2025-06,Andamans,11,129,140
2025-06,Angul,4091,3767,7858
2025-06,Anjaw,50,58,108
2025-06,Annamayya,903,507,1410
2025-06,Anugul,12,61,73
2025-06,Anuppur,4668,5297,9965
2025-06,Araria,6297,6897,13194
2025-06,Ariyalur,3060,7644,10704
2025-06,Arvalli,3028,1320,4348
2025-06,Arwal,1400,1612,3012
2025-06,Ashok Nagar,8769,3715,12484
2025-06,Auraiya,4738,2154,6892
2025-06,Aurangabad,16392,28290,44682
2025-06,Ayodhya,177,299,476
2025-06,Azamgarh,6808,7565,14373
2025-06,Badgam,638,946,1584
2025-06,Bagalkot,5496,4530,10026
2025-06,Bagalkot *,27,32,59
2025-06,Bageshwar,753,1603,2356
2025-06,Baghpat,3369,2350,5719
2025-06,Bahraich,7281,3663,10944
2025-06,Baksa,687,453,1140
2025-06,Balaghat,9102,8142,17244
2025-06,Balangir,6124,5878,12002
2025-06,Baleshwar,416,1421,1837
2025-06,Baleswar,5251,5332,10583
2025-06,Ballari,3525,1834,5359
2025-06,Ballia,7532,5862,13394
2025-06,Balod,2672,9224,11896
2025-06,Baloda Bazar,5672,14536,20208
2025-06,Balrampur,6427,9204,15631
2025-06,Banaskantha,10585,9827,20412
2025-06,Banda,3796,2726,6522
2025-06,Bandipore,922,910,1832
2025-06,Bangalore,5969,20292,26261
2025-06,Bangalore Rural,2226,2497,4723
2025-06,Banka,5242,4681,9923
2025-06,Bankura,6760,6127,12887
2025-06,Banswara,5611,3406,9017
2025-06,Bapatla,822,465,1287
2025-06,Bara Banki,10634,4968,15602
2025-06,Barabanki,45,238,283
2025-06,Baramula,1966,3575,5541
2025-06,Baran,3340,3771,7111
2025-06,Barddhaman,8548,11125,19673
2025-06,Bardhaman,313,635,948
2025-06,Bareilly,17078,6229,23307
2025-06,Bargarh,4974,4049,9023
2025-06,Barmer,14100,9438,23538
2025-06,Barnala,2022,2650,4672
2025-06,Barpeta,5269,2303,7572
2025-06,Barwani,11789,7565,19354
2025-06,Bastar,2758,9334,12092
2025-06,Basti,4728,3816,8544
2025-06,Bathinda,5952,6566,12518
2025-06,Baudh,49,345,394
2025-06,Beed,10649,17133,27782
2025-06,Begusarai,6868,6698,13566
2025-06,Belagavi,6276,3726,10002
2025-06,Belgaum,5748,8336,14084
2025-06,Bellary,4496,4986,9482
2025-06,Bemetara,3562,13006,16568
2025-06,Bengaluru,14034,21760,35794
2025-06,Betul,11735,13301,25036
2025-06,Bhadohi,283,376,659
2025-06,Bhadradri Kothagudem,1038,920,1958
2025-06,Bhadrak,4176,4692,8868
2025-06,Bhagalpur,6635,7081,13716
2025-06,Bhandara,2934,7798,10732
2025-06,Bharatpur,6816,7343,14159
2025-06,Bharuch,4619,4893,9512
2025-06,Bhavnagar,9620,10417,20037
2025-06,Bhilwara,5598,5068,10666
2025-06,Bhind,7985,3500,11485
2025-06,Bhiwani,3285,7720,11005
2025-06,Bhojpur,4660,5672,10332
2025-06,Bhopal,11773,12022,23795
2025-06,Bid,38,1101,1139
2025-06,Bidar,4655,4638,9293
2025-06,Bijapur,4171,6748,10919
2025-06,Bijnor,22002,8171,30173
2025-06,Bikaner,5089,8215,13304
2025-06,Bilaspur,6420,19084,25504
2025-06,Birbhum,6067,6896,12963
2025-06,Bishnupur,584,395,979
2025-06,Biswanath,448,307,755
2025-06,Bokaro,4672,6527,11199
2025-06,Bongaigaon,1466,1039,2505
2025-06,Botad,1598,889,2487
2025-06,Boudh,983,1163,2146
2025-06,Budaun,5337,2905,8242
2025-06,Budgam,2911,520,3431
2025-06,Bulandshahr,14179,5414,19593
2025-06,Buldana,223,3103,3326
2025-06,Buldhana,7346,14902,22248
2025-06,Bundi,3650,3301,6951
2025-06,Burhanpur,6330,7330,13660
2025-06,Buxar,2962,3458,6420
2025-06,Cachar,2385,2077,4462
2025-06,Central Delhi,2464,3735,6199
2025-06,Chamarajanagar,32,140,172
2025-06,Chamba,807,2119,2926
2025-06,Chamoli,1180,1626,2806
2025-06,Champawat,1024,1168,2192
2025-06,Champhai,364,425,789
2025-06,Chamrajanagar,1759,1606,3365
2025-06,Chamrajnagar,31,98,129
2025-06,Chandauli,4752,2687,7439
2025-06,Chandel,272,242,514
2025-06,Chandigarh,2184,3046,5230
2025-06,Chandrapur,6704,18292,24996
2025-06,Changlang,386,288,674
2025-06,Charaideo,739,258,997
2025-06,Charkhi Dadri,316,1034,1350
2025-06,Chatra,2614,3113,5727
2025-06,Chatrapati Sambhaji Nagar,64,296,360
2025-06,Chengalpattu,233,335,568
2025-06,Chennai,8148,16496,24644
2025-06,Chhatarpur,16506,9302,25808
2025-06,Chhatrapati Sambhajinagar,174,808,982
2025-06,Chhindwara,8212,9025,17237
2025-06,Chhotaudepur,2707,1873,4580
2025-06,Chickmagalur,1144,2074,3218
2025-06,Chikkaballapur,2529,2663,5192
2025-06,Chikkamagaluru,1504,871,2375
2025-06,Chikmagalur,16,107,123
2025-06,Chirang,2909,799,3708
2025-06,Chitradurga,4475,4086,8561
2025-06,Chitrakoot,3958,1931,5889
2025-06,Chittaurgarh,31,146,177
2025-06,Chittoor,21156,9672,30828
2025-06,Chittorgarh,3944,3329,7273
2025-06,Chumukedima,39,100,139
2025-06,Churachandpur,589,813,1402
2025-06,Churu,7139,7859,14998
2025-06,Coimbatore,8961,20196,29157
2025-06,Cooch Behar,2382,3146,5528
2025-06,Cuddalore,9100,9978,19078
2025-06,Cuddapah,17592,6976,24568
2025-06,Cuttack,6577,8565,15142
2025-06,Dadra and Nagar Haveli,1179,2151,3330
2025-06,Dahod,8612,6286,14898
2025-06,Dakshin Bastar Dantewada,893,3014,3907
2025-06,Dakshin Dinajpur,2917,2595,5512
2025-06,Dakshina Kannada,3314,4486,7800
2025-06,Daman,242,303,545
2025-06,Damoh,13524,7448,20972
2025-06,Dantewada,559,1992,2551
2025-06,Darbhanga,9869,10551,20420
2025-06,Darjeeling,1394,2695,4089
2025-06,Darjiling,60,215,275
2025-06,Darrang,1105,1010,2115
2025-06,Datia,5057,2229,7286
2025-06,Dausa,4916,5649,10565
2025-06,Davanagere,49,298,347
2025-06,Davangere,5255,6714,11969
2025-06,Debagarh,1126,947,2073
2025-06,Dehradun,3318,5802,9120
2025-06,Deoghar,3080,3537,6617
2025-06,Deoria,4884,5723,10607
2025-06,Devbhumi Dwarka,2545,1141,3686
2025-06,Dewas,10371,7813,18184
2025-06,Dhalai,2753,1880,4633
2025-06,Dhalai  *,39,40,79
2025-06,Dhamtari,2370,10224,12594
2025-06,Dhanbad,4686,9545,14231
2025-06,Dhar,14151,8718,22869
2025-06,Dharashiv,18,76,94
2025-06,Dharmapuri,5686,4835,10521
2025-06,Dharwad,4209,5287,9496
2025-06,Dhemaji,779,658,1437
2025-06,Dhenkanal,3428,4407,7835
2025-06,Dholpur,3995,2871,6866
2025-06,Dhubri,2047,1607,3654
2025-06,Dhule,7583,12312,19895
2025-06,Dibang Valley,19,17,36
2025-06,Dibrugarh,1441,1138,2579
2025-06,Dimapur,493,2105,2598
2025-06,Dindigul,6710,16041,22751
2025-06,Dindori,6086,4083,10169
2025-06,Diu,126,117,243
2025-06,Doda,2047,1697,3744
2025-06,Dohad,320,1476,1796
2025-06,Dr. B. R. Ambedkar Konaseema,668,528,1196
2025-06,Dumka,2799,3763,6562
2025-06,Dungarpur,3802,2995,6797
2025-06,Durg,4720,14888,19608
2025-06,East,186,320,506
2025-06,East Champaran,10033,11042,21075
2025-06,East Delhi,4730,7727,12457
2025-06,East Garo Hills,122,238,360
2025-06,East Godavari,30081,12219,42300
2025-06,East Jaintia Hills,88,72,160
2025-06,East Kameng,228,194,422
2025-06,East Khasi Hills,639,1183,1822
2025-06,East Midnapore,1114,1894,3008
2025-06,East Nimar,1690,4154,5844
2025-06,East Siang,127,121,248
2025-06,East Sikkim,169,187,356
2025-06,East Singhbhum,5572,7485,13057
2025-06,Eluru,899,693,1592
2025-06,Ernakulam,7679,11884,19563
2025-06,Erode,5420,10863,16283
2025-06,Etah,5645,2601,8246
2025-06,Etawah,4083,2686,6769
2025-06,Faizabad,4366,2619,6985
2025-06,Faridabad,4416,6988,11404
2025-06,Faridkot,1989,2839,4828
2025-06,Farrukhabad,5131,2304,7435
2025-06,Fatehabad,1940,4176,6116
2025-06,Fatehgarh Sahib,2098,2489,4587
2025-06,Fatehpur,5708,4073,9781
2025-06,Fazilka,4832,4427,9259
2025-06,Ferozepur,2503,3717,6220
2025-06,Firozabad,7046,3065,10111
2025-06,Firozpur,210,1189,1399
2025-06,Gadag,3592,2279,5871
2025-06,Gadag *,50,118,168
2025-06,Gadchiroli,4880,9991,14871
2025-06,Gajapati,4023,2974,6997
2025-06,Ganderbal,412,714,1126
2025-06,Gandhinagar,5724,6342,12066
2025-06,Ganganagar,4593,6700,11293
2025-06,Ganjam,11567,12017,23584
2025-06,Garhwa,4501,5967,10468
2025-06,Garhwa *,44,407,451
2025-06,Gariyaband,1400,5010,6410
2025-06,Gaurela-pendra-marwahi,86,317,403
2025-06,Gautam Buddha Nagar,5113,4943,10056
2025-06,Gaya,9699,8991,18690
2025-06,Ghaziabad,10499,10706,21205
2025-06,Ghazipur,8318,5868,14186
2025-06,Gir Somnath,2978,1744,4722
2025-06,Giridih,5097,5757,10854
2025-06,Goalpara,953,949,1902
2025-06,Godda,3486,3771,7257
2025-06,Golaghat,860,774,1634
2025-06,Gomati,990,323,1313
2025-06,Gonda,6996,4860,11856
2025-06,Gondiya,3374,6361,9735
2025-06,Gopalganj,4991,5961,10952
2025-06,Gorakhpur,5478,9181,14659
2025-06,Gulbarga,3020,5327,8347
2025-06,Gumla,3319,5738,9057
2025-06,Guna,15893,7304,23197
2025-06,Guntur,28176,13524,41700
2025-06,Gurdaspur,5892,10035,15927
2025-06,Gurgaon,3510,4623,8133
2025-06,Gwalior,9949,8222,18171
2025-06,Hailakandi,2335,708,3043
2025-06,Hamirpur,3289,3096,6385
2025-06,Hanumakonda,200,694,894
2025-06,Hanumangarh,3379,6132,9511
2025-06,Haora,663,2314,2977
2025-06,Hapur,4210,2041,6251
2025-06,Harda,2891,2400,5291
2025-06,Harda *,272,1008,1280
2025-06,Hardoi,11111,5280,16391
2025-06,Haridwar,3981,4676,8657
2025-06,Hasan,253,773,1026
2025-06,Hassan,3873,2764,6637
2025-06,Hathras,4986,2021,7007
2025-06,Haveri,4396,4569,8965
2025-06,Haveri *,11,18,29
2025-06,Hazaribag,170,641,811
2025-06,Hazaribagh,3974,3901,7875
2025-06,Hingoli,4905,8797,13702
2025-06,Hisar,3731,7461,11192
2025-06,Hojai,789,1082,1871
2025-06,Hooghly,9244,10999,20243
2025-06,Hoshangabad,8142,6967,15109
2025-06,Hoshiarpur,5577,7919,13496
2025-06,Howrah,5227,6770,11997
2025-06,Hyderabad,14830,21380,36210
2025-06,Idukki,2650,4074,6724
2025-06,Imphal East,802,779,1581
2025-06,Imphal West,1172,1040,2212
2025-06,Indore,13205,14425,27630
2025-06,JAJPUR,2042,1829,3871
2025-06,Jabalpur,10347,7443,17790
2025-06,Jagatsinghapur,2133,2411,4544
2025-06,Jagatsinghpur,116,416,532
2025-06,Jagitial,722,607,1329
2025-06,Jaipur,14446,23748,38194
2025-06,Jaisalmer,2955,2161,5116
2025-06,Jajapur,3015,3492,6507
2025-06,Jajpur,19,20,39
2025-06,Jalandhar,5587,10706,16293
2025-06,Jalaun,4404,2798,7202
2025-06,Jalgaon,15434,34928,50362
2025-06,Jalna,7067,13737,20804
2025-06,Jalor,4638,5521,10159
2025-06,Jalpaiguri,3998,5533,9531
2025-06,Jammu,4173,6560,10733
2025-06,Jamnagar,6281,5681,11962
2025-06,Jamtara,1790,2338,4128
2025-06,Jamui,4149,3385,7534
2025-06,Jangoan,222,306,528
2025-06,Janjgir-champa,5174,16117,21291
2025-06,Jashpur,2626,6403,9029
2025-06,Jaunpur,7861,6839,14700
2025-06,Jayashankar Bhupalpally,259,352,611
2025-06,Jehanabad,1798,1986,3784
2025-06,Jhabua,7795,3435,11230
2025-06,Jhajjar,2124,4007,6131
2025-06,Jhalawar,2863,3709,6572
2025-06,Jhansi,5365,4169,9534
2025-06,Jhargram,183,429,612
2025-06,Jharsuguda,1351,1503,2854
2025-06,Jhunjhunu,15,86,101
2025-06,Jhunjhunun,4265,8254,12519
2025-06,Jind,3215,6700,9915
2025-06,Jiribam,11,128,139
2025-06,Jodhpur,10679,12111,22790
2025-06,Jogulamba Gadwal,625,709,1334
2025-06,Jorhat,553,518,1071
2025-06,Junagadh,4619,9540,14159
2025-06,K.v. Rangareddy,13684,14913,28597
2025-06,Kabeerdham,1358,2476,3834
2025-06,Kachchh,10676,8032,18708
2025-06,Kaimur (Bhabua),4348,4208,8556
2025-06,Kaithal,2487,5543,8030
2025-06,Kakching,51,39,90
2025-06,Kakinada,1091,690,1781
2025-06,Kalaburagi,6180,3562,9742
2025-06,Kalahandi,4711,4896,9607
2025-06,Kalimpong,27,36,63
2025-06,Kallakurichi,246,373,619
2025-06,Kamareddy,839,991,1830
2025-06,Kamle,10,15,25
2025-06,Kamrup,1688,1211,2899
2025-06,Kamrup Metro,977,1161,2138
2025-06,Kancheepuram,10483,16412,26895
2025-06,Kandhamal,3164,3001,6165
2025-06,Kangra,2931,5645,8576
2025-06,Kanker,1908,6868,8776
2025-06,Kannauj,5290,2107,7397
2025-06,Kanniyakumari,2513,6212,8725
2025-06,Kannur,6951,9010,15961
2025-06,Kanpur Dehat,4704,2229,6933
2025-06,Kanpur Nagar,7944,10145,18089
2025-06,Kanyakumari,1959,1369,3328
2025-06,Kapurthala,2365,4348,6713
2025-06,Karaikal,409,912,1321
2025-06,Karauli,5214,3397,8611
2025-06,Karbi Anglong,1265,854,2119
2025-06,Kargil,81,138,219
2025-06,Karim Nagar,13,57,70
2025-06,Karimganj,1136,1034,2170
2025-06,Karimnagar,10284,8655,18939
2025-06,Karnal,2516,6497,9013
2025-06,Karur,2623,3623,6246
2025-06,Kasaragod,5937,5036,10973
2025-06,Kasargod,20,149,169
2025-06,Kasganj,4695,2173,6868
2025-06,Kathua,3136,2091,5227
2025-06,Katihar,10483,11190,21673
2025-06,Katni,7376,5058,12434
2025-06,Kaushambi,6026,2211,8237
2025-06,Kawardha,2245,5704,7949
2025-06,Kendrapara,3475,4100,7575
2025-06,Kendujhar,5076,5186,10262
2025-06,Khagaria,3699,3615,7314
2025-06,Khairagarh Chhuikhadan Gandai,41,408,449
2025-06,Khammam,7405,5099,12504
2025-06,Khandwa,6044,3052,9096
2025-06,Khargone,13460,10845,24305
2025-06,Kheda,8100,9083,17183
2025-06,Kheri,8017,3988,12005
2025-06,Khorda,4621,5383,10004
2025-06,Khordha,150,822,972
2025-06,Khowai,716,264,980
2025-06,Khunti,1719,2694,4413
2025-06,Kinnaur,154,235,389
2025-06,Kiphire,77,322,399
2025-06,Kishanganj,5102,8010,13112
2025-06,Kishtwar,1359,1237,2596
2025-06,Koch Bihar,368,1075,1443
2025-06,Kodagu,1096,1192,2288
2025-06,Kodarma,112,407,519
2025-06,Koderma,1623,2333,3956
2025-06,Kohima,240,1228,1468
2025-06,Kokrajhar,1208,1002,2210
2025-06,Kolar,3680,4315,7995
2025-06,Kolasib,346,414,760
2025-06,Kolhapur,10364,19311,29675
2025-06,Kolkata,2801,7567,10368
